0.00E+00	-3.53942E-11
1.00E-02	-3.45755E-11
2.00E-02	-2.70441E-11
3.00E-02	-1.55408E-11
4.00E-02	-4.89640E-13
5.00E-02	1.81467E-11
6.00E-02	4.45801E-11
7.00E-02	7.68366E-11
8.00E-02	1.20716E-10
9.00E-02	1.17059E-10
1.00E-01	2.10629E-10
1.10E-01	2.87334E-10
1.20E-01	3.86484E-10
1.30E-01	5.14999E-10
1.40E-01	6.76781E-10
1.50E-01	8.84724E-10
1.60E-01	1.15072E-09
1.70E-01	1.49023E-09
1.80E-01	1.92612E-09
1.90E-01	2.48397E-09
2.00E-01	3.19906E-09
2.10E-01	4.11673E-09
2.20E-01	5.28814E-09
2.30E-01	6.79742E-09
2.40E-01	8.74094E-09
2.50E-01	1.12305E-08
2.60E-01	1.44639E-08
2.70E-01	1.86479E-08
2.80E-01	2.40759E-08
2.90E-01	3.11409E-08
3.00E-01	4.03631E-08
3.10E-01	5.24417E-08
3.20E-01	6.83504E-08
3.30E-01	8.93491E-08
3.40E-01	1.17294E-07
3.50E-01	1.54497E-07
3.60E-01	2.04187E-07
3.70E-01	2.71326E-07
3.80E-01	3.62244E-07
3.90E-01	4.86063E-07
4.00E-01	6.55608E-07
4.10E-01	8.88608E-07
4.20E-01	1.21203E-06
4.30E-01	1.66077E-06
4.40E-01	2.28677E-06
4.50E-01	3.16250E-06
4.60E-01	4.39275E-06
4.70E-01	6.12059E-06
4.80E-01	8.54956E-06
4.90E-01	1.19616E-05
5.00E-01	1.67142E-05
5.10E-01	2.33325E-05
5.20E-01	3.24253E-05
5.30E-01	4.47454E-05
5.40E-01	6.11283E-05
5.50E-01	8.24340E-05
5.60E-01	1.09456E-04
5.70E-01	1.42804E-04
5.80E-01	1.82765E-04
5.90E-01	2.29466E-04
6.00E-01	2.82660E-04
6.10E-01	3.41947E-04
6.20E-01	4.06901E-04
6.30E-01	4.76732E-04
6.40E-01	5.51377E-04
6.50E-01	6.30092E-04
6.60E-01	7.12474E-04
6.70E-01	7.98013E-04
6.80E-01	8.86392E-04
6.90E-01	9.77283E-04
7.00E-01	1.07106E-03
7.10E-01	1.16624E-03
7.20E-01	1.26327E-03
7.30E-01	1.36198E-03
7.40E-01	1.46213E-03
7.50E-01	1.56351E-03
7.60E-01	1.66622E-03
7.70E-01	1.76962E-03
7.80E-01	1.87434E-03
7.90E-01	1.98002E-03
8.00E-01	2.08653E-03
8.10E-01	2.19391E-03
8.20E-01	2.30189E-03
8.30E-01	2.41062E-03
8.40E-01	2.51991E-03
8.50E-01	2.62985E-03
8.60E-01	2.74026E-03
8.70E-01	2.85132E-03
8.80E-01	2.96271E-03
8.90E-01	3.00001E-03
