0.00E+00	-4.27E-11
1.00E-02	-3.79E-11
2.00E-02	-3.78E-11
3.00E-02	-2.29E-11
4.00E-02	-1.37E-11
5.00E-02	1.11E-11
6.00E-02	4.74E-11
7.00E-02	6.09E-11
8.00E-02	9.21E-11
9.00E-02	1.36E-10
1.00E-01	2.03E-10
1.10E-01	2.75E-10
1.20E-01	3.72E-10
1.30E-01	4.95E-10
1.40E-01	6.53E-10
1.50E-01	8.57E-10
1.60E-01	1.12E-09
1.70E-01	1.45E-09
1.80E-01	1.87E-09
1.90E-01	2.41E-09
2.00E-01	3.11E-09
2.10E-01	4.00E-09
2.20E-01	5.14E-09
2.30E-01	6.61E-09
2.40E-01	8.49E-09
2.50E-01	1.09E-08
2.60E-01	1.41E-08
2.70E-01	1.81E-08
2.80E-01	2.34E-08
2.90E-01	3.02E-08
3.00E-01	3.91E-08
3.10E-01	5.08E-08
3.20E-01	6.62E-08
3.30E-01	8.64E-08
3.40E-01	1.13E-07
3.50E-01	1.49E-07
3.60E-01	1.97E-07
3.70E-01	2.61E-07
3.80E-01	3.48E-07
3.90E-01	4.67E-07
4.00E-01	6.29E-07
4.10E-01	8.50E-07
4.20E-01	1.16E-06
4.30E-01	1.58E-06
4.40E-01	2.17E-06
4.50E-01	2.99E-06
4.60E-01	4.13E-06
4.70E-01	5.72E-06
4.80E-01	7.92E-06
4.90E-01	1.10E-05
5.00E-01	1.51E-05
5.10E-01	2.07E-05
5.20E-01	2.80E-05
5.30E-01	3.76E-05
5.40E-01	4.96E-05
5.50E-01	6.43E-05
5.60E-01	8.18E-05
5.70E-01	0.000102219
5.80E-01	0.000125399
5.90E-01	0.000151173
6.00E-01	0.000179304
6.10E-01	0.000209556
6.20E-01	0.000241719
6.30E-01	0.00027547
6.40E-01	0.000310826
6.50E-01	0.000347512
6.60E-01	0.000385395
6.70E-01	0.000424293
6.80E-01	0.000464124
6.90E-01	0.000504775
7.00E-01	0.00054621
7.10E-01	0.000588265
7.20E-01	0.000630944
7.30E-01	0.000674185
7.40E-01	0.000717922
7.50E-01	0.000762062
7.60E-01	0.000806663
7.70E-01	0.000851467
7.80E-01	0.00089676
7.90E-01	0.000942386
8.00E-01	0.000988303
8.10E-01	0.001034538
8.20E-01	0.001081248
8.30E-01	0.001127955
8.40E-01	0.001174853
8.50E-01	0.001221975
8.60E-01	0.001269271
8.70E-01	0.001316809
8.80E-01	0.001364459
8.90E-01	0.001412314
9.00E-01	0.00146027
9.10E-01	0.001508228
9.20E-01	0.001556518
9.30E-01	0.001604897
9.40E-01	0.001653399
9.50E-01	0.001702002
9.60E-01	0.001750764
9.70E-01	0.00179959
9.80E-01	0.001848539
9.90E-01	0.001897548
1.00E+00	0.001946731
