0.00E+00	-1.69959E-08
1.00E-02	-1.95159E-08
2.00E-02	-2.00858E-08
3.00E-02	-2.02234E-08
4.00E-02	-2.01980E-08
5.00E-02	-2.01799E-08
6.00E-02	-2.02598E-08
7.00E-02	-2.02337E-08
8.00E-02	-2.02100E-08
9.00E-02	-2.02856E-08
1.00E-01	-2.02051E-08
1.10E-01	-2.00940E-08
1.20E-01	-1.99284E-08
1.30E-01	-1.97306E-08
1.40E-01	-1.95502E-08
1.50E-01	-1.92600E-08
1.60E-01	-1.88770E-08
1.70E-01	-1.83890E-08
1.80E-01	-1.77672E-08
1.90E-01	-1.69857E-08
2.00E-01	-1.59758E-08
2.10E-01	-1.46860E-08
2.20E-01	-1.30029E-08
2.30E-01	-1.08706E-08
2.40E-01	-8.09192E-09
2.50E-01	-4.53544E-09
2.60E-01	7.97492E-11
2.70E-01	6.08220E-09
2.80E-01	1.40137E-08
2.90E-01	2.41332E-08
3.00E-01	3.74116E-08
3.10E-01	5.47741E-08
3.20E-01	7.77163E-08
3.30E-01	1.08328E-07
3.40E-01	1.48833E-07
3.50E-01	2.02840E-07
3.60E-01	2.75479E-07
3.70E-01	3.73734E-07
3.80E-01	5.06857E-07
3.90E-01	6.88445E-07
4.00E-01	9.36946E-07
4.10E-01	1.28048E-06
4.20E-01	1.75322E-06
4.30E-01	2.40746E-06
4.40E-01	3.31408E-06
4.50E-01	4.56995E-06
4.60E-01	6.30927E-06
4.70E-01	8.70438E-06
4.80E-01	1.19980E-05
4.90E-01	1.64578E-05
5.00E-01	2.23956E-05
5.10E-01	3.02149E-05
5.20E-01	4.02537E-05
5.30E-01	5.28428E-05
5.40E-01	6.81968E-05
5.50E-01	8.64402E-05
5.60E-01	1.07658E-04
5.70E-01	1.31634E-04
5.80E-01	1.58229E-04
5.90E-01	1.87269E-04
6.00E-01	2.18499E-04
6.10E-01	2.51669E-04
6.20E-01	2.86596E-04
6.30E-01	3.22962E-04
6.40E-01	3.60821E-04
6.50E-01	3.99883E-04
6.60E-01	4.40068E-04
6.70E-01	4.81178E-04
6.80E-01	5.23160E-04
6.90E-01	5.65922E-04
7.00E-01	6.09415E-04
7.10E-01	6.53497E-04
7.20E-01	6.98164E-04
7.30E-01	7.43374E-04
7.40E-01	7.89057E-04
7.50E-01	8.35121E-04
7.60E-01	8.81635E-04
7.70E-01	9.28342E-04
7.80E-01	9.75523E-04
7.90E-01	1.02303E-03
8.00E-01	1.07111E-03
8.10E-01	1.11921E-03
8.20E-01	1.16750E-03
8.30E-01	1.21606E-03
8.40E-01	1.26482E-03
8.50E-01	1.31382E-03
8.60E-01	1.36297E-03
8.70E-01	1.41236E-03
8.80E-01	1.46186E-03
8.90E-01	1.51157E-03
9.00E-01	1.56138E-03
9.10E-01	1.61119E-03
9.20E-01	1.66133E-03
9.30E-01	1.71157E-03
9.40E-01	1.76193E-03
9.50E-01	1.81238E-03
9.60E-01	1.86301E-03
9.70E-01	1.91369E-03
9.80E-01	1.96451E-03
9.90E-01	2.01537E-03
1.00E+00	2.06642E-03
